designation,source_id,ra,dec,parallax,pmra,pmdec,ruwe,phot_g_mean_mag,bp_rp,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot
Gaia DR3 6654090233515077248,6654090233515077248,277.7663394604424,-53.91237273910359,0.30987589479107913,3.899377115039396,-2.860129348099655,1.0227227,17.437815,1.0016155,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5067.474,4.7052,-0.947,1558.998,0.0194,0.0156,0.0084
Gaia DR3 6654090233515080832,6654090233515080832,277.7789148380376,-53.90826118616694,0.2577792565601514,-11.290160670719183,0.4559340513867959,1.0059391,18.743515,0.803627,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,5688.531,4.7094,-1.1099,4031.265,0.0041,0.0035,0.0019
Gaia DR3 2012729465704093952,2012729465704093952,359.32293942306916,61.85153823186134,-0.12426027623272246,-2.8624937950389007,-0.31386876456072055,0.97295254,20.518715,1.3535519,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2012729465704418560,2012729465704418560,359.3164378634815,61.84398994337432,,,,,21.056376,1.8013268,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2012729465704420864,2012729465704420864,359.3304448265669,61.85021212048848,0.276061181892483,-1.9664916310389313,1.2412640662278442,1.1044712,20.503063,2.0364132,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2012729465705029376,2012729465705029376,359.31636609486935,61.85423059577914,,,,,21.083826,1.2953777,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2012729465705030912,2012729465705030912,359.3118126748111,61.851409748489,,,,,21.041761,0.80487823,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2012729465714382592,2012729465714382592,359.3186535850875,61.851852336974915,0.37437841894917534,-3.164213998707345,-1.5256102467500332,1.1818138,16.58749,1.3562794,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,8837.522,4.2946,-1.2218,2363.032,2.7347,2.3313,1.2695
Gaia DR3 2012729465714388224,2012729465714388224,359.31204293144714,61.84625849061847,0.18647844765597907,-2.8232918477860816,-2.0105829615765254,1.0456485,16.775908,2.2434072,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,6724.11,3.973,-0.0021,1726.6017,4.1159,3.1336,1.7249
Gaia DR3 2012729465714391424,2012729465714391424,359.3096168348915,61.841328386196615,0.31425208066400906,-2.8413942244187873,-1.469980719330367,1.0672244,16.161285,1.0789585,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,9363.936,4.2657,-1.4571,2656.9106,2.2379,1.9634,1.0634
Gaia DR3 2012729465714391808,2012729465714391808,359.3081034742485,61.84077196623593,0.229312237556598,-3.0094728367067156,-1.5182144471733272,0.9453738,15.86047,0.84410477,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,9523.984,3.9724,-1.2506,4460.703,1.7548,1.576,0.8511
Gaia DR3 2012729465717988480,2012729465717988480,359.3120169882883,61.85371175521213,0.32094544352381144,-0.7138205640486106,-0.9971323030062216,1.059948,17.8523,2.0001068,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,4898.45,4.5853,-1.539,874.6695,2.3739,1.7575,0.9667
Gaia DR3 2012729495769032320,2012729495769032320,359.2670450640906,61.84292376403588,0.3825523620335649,-2.241913119977742,-1.0375787909136747,0.94903976,18.119465,1.6315746,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,5401.0435,4.7301,-3.1667,1236.3424,1.7841,1.3877,0.7724
Gaia DR3 2012729495769039744,2012729495769039744,359.27621215216107,61.84496142194253,0.393592645748283,-2.5862934422262023,-0.6688852197945254,1.0215449,18.674257,1.6095619,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3923.5198,4.9208,-1.0758,858.0177,0.0172,0.0125,0.0068
Gaia DR3 2012729495769041280,2012729495769041280,359.271982828518,61.84536989821363,0.2707773624564851,-3.6528582919332555,-0.1363807650998744,0.9543531,18.953312,1.8589287,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,4259.1274,4.6694,-3.3749,887.7708,1.2986,0.9481,0.5211
Gaia DR3 2012729495769091584,2012729495769091584,359.2823908309575,61.855450616986865,-0.025223091590815663,-1.6025403773699474,0.0704019193662363,1.0044813,18.74356,1.7787571,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,4396.2837,4.681,-3.4551,942.9207,1.3137,0.9684,0.5334
Gaia DR3 6654222209273075968,6654222209273075968,279.90652647283594,-53.1304234448521,0.5617353560764802,-2.598686765378041,-7.832855003738082,0.96070534,19.747726,0.8730335,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6654222209273078016,6654222209273078016,279.90929524800816,-53.129787806709224,0.9446387690135699,-7.762046281847593,-9.072604425699295,1.0271018,18.585201,2.0800362,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3605.5325,4.8845,-0.4752,607.9513,0.2595,0.1788,0.1018
Gaia DR3 6654222209273083776,6654222209273083776,279.90037982608516,-53.12764828171814,0.5446677353901913,-11.667566078869715,-13.219846264090048,0.9780187,18.067455,1.4184589,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,4355.62,4.6876,-0.2762,1398.468,0.01,0.0076,0.004
Gaia DR3 6654222209273086848,6654222209273086848,279.92618355744355,-53.126738878767746,0.40062855570653083,-0.0024811809738793933,-15.251161549575388,0.99951,19.404852,2.1099567,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6654222209273115008,6654222209273115008,279.9231890553847,-53.12138415907107,0.2603216079320532,1.3246355473070177,-0.3105788733176334,0.94375163,18.797237,1.0236111,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,4957.456,4.7492,-0.8939,2656.6963,0.0026,0.002,0.0011
Gaia DR3 6654222213564590976,6654222213564590976,279.92328566236307,-53.12044964667141,-0.11988468237866287,4.985464348421537,-3.600022105711351,0.9560626,20.153503,1.3707638,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6654222213564593280,6654222213564593280,279.90565845743896,-53.13421906690204,0.2831765500775791,7.7192120295606115,-11.9501493706352,1.0152872,20.06938,1.6491089,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6654222213565889920,6654222213565889920,279.90794906822254,-53.13546501160937,1.0114566067746742,0.6781955504440125,-10.157793446984236,0.99698126,20.274673,2.1009636,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6654222213565890432,6654222213565890432,279.9200978955791,-53.128171925368044,-0.3138458691493562,1.9104064712911017,-7.2275747365054475,1.0808356,19.68823,0.81220055,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6654222213565892352,6654222213565892352,279.9214194767182,-53.125770531567404,0.875760092239022,8.95555556620387,-9.458679563731227,0.88498306,20.458963,1.5278301,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6654222213565892992,6654222213565892992,279.91974066371466,-53.12586898640987,0.20772784393164642,-3.009858995382735,-5.668561382250385,0.9840946,19.391737,1.0614395,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6654222213568422016,6654222213568422016,279.9214767770548,-53.11924769139988,1.2058554379898054,-5.133291405207671,-1.7219686220285095,1.0358205,14.440751,0.98450375,-38.043255,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5732.8604,4.3456,-0.25,773.6972,0.3624,0.2989,0.1601
Gaia DR3 6654222213569138688,6654222213569138688,279.9176672331841,-53.12576513182211,0.2781283710712019,-9.837539819001112,-6.139545563327465,1.2597376,13.540987,1.1863098,-43.942276,NOT_AVAILABLE,0,true,true,false,false,false,true,true,4916.336,2.3568,-0.6009,4501.441,0.2651,0.2101,0.1123
Gaia DR3 6654222243632803712,6654222243632803712,279.9317046770635,-53.135082490967584,-0.06303555237844649,4.754297050373332,-12.12672738001259,0.98030645,20.086641,0.7303715,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653783297976656256,6653783297976656256,276.8568486584344,-52.229012061457915,-0.14101524347820527,-1.3848857963373549,-3.0602687320280424,0.98872197,18.460218,1.0239067,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,5032.6973,4.748,-1.009,2373.5122,0.0034,0.0027,0.0015
Gaia DR3 6653783297976659968,6653783297976659968,276.8579158130901,-52.22576446394468,0.5389319448567891,0.9227001173287466,-6.223759220148594,1.0272974,19.999807,0.9568596,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653783297976666496,6653783297976666496,276.85429741652615,-52.22187543172262,1.4716580925804976,-4.829079538107038,-18.766023204045517,1.0002655,16.876755,1.8126793,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4203.1045,4.6746,0.1315,603.9342,0.7032,0.5091,0.274
Gaia DR3 6653783297976667904,6653783297976667904,276.8604641818012,-52.219892944512765,0.8691304294052727,1.204201842662615,-4.2833685932102545,1.0306385,19.618069,1.0004997,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653783297976985600,6653783297976985600,276.8665119944516,-52.21846160831443,-1.0994538462064276,1.9332045422568611,-5.53840661189712,1.0844287,20.628363,1.176302,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653783302268102016,6653783302268102016,276.8688163962861,-52.22340519253043,-0.4155799842961691,-6.698933553124017,-3.7139530619123873,1.156343,18.1723,0.63490486,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,
Gaia DR3 6653783302268105472,6653783302268105472,276.8538446121746,-52.22059070553769,-0.0179862648459331,-0.7335786054237023,-9.22399540270034,1.0254925,19.23958,0.90735435,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653783302271726336,6653783302271726336,276.8693907354662,-52.2229228953143,1.7632865617003843,18.373244578255587,16.49377315060737,0.9434621,14.249156,0.9744549,15.008699,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5286.2925,4.4859,-0.4459,553.5157,0.1017,0.0833,0.0447
Gaia DR3 6653783302271727488,6653783302271727488,276.8682961609458,-52.214563010624246,0.22902910924040018,-2.3579714608425064,-3.531390477611777,0.9620083,19.439203,0.8310127,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653783332336396928,6653783332336396928,276.8328359022133,-52.225776032893954,0.22931581668412346,-4.149538358992947,-8.089073572122928,0.9559175,19.339098,1.4319725,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653783332336401792,6653783332336401792,276.82787303076117,-52.221699716623725,0.19365415017134288,-1.071315862731233,-5.747957940074349,1.0303978,19.141459,0.89655113,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653783332336405504,6653783332336405504,276.8272008214031,-52.219499457314626,0.3025804973819513,4.563623088500405,-1.900948254084102,0.97386414,17.147367,0.80532265,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5632.939,4.6634,-1.2302,1870.8345,0.0037,0.0031,0.0017
Gaia DR3 6653783332336406912,6653783332336406912,276.8433816341978,-52.21862328445158,0.16582545206266155,0.27502914701021824,-4.054209465768451,1.0023204,18.435184,0.8264904,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,5443.276,4.705,-0.8374,3133.4167,0.0037,0.003,0.0016
Gaia DR3 6653783332336408832,6653783332336408832,276.83410881299585,-52.21974021056623,-0.04680376841834557,2.663506544510092,-7.14221141971006,0.98361707,18.454397,0.8994026,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,5397.8833,4.7062,-0.9119,3036.5847,0.0026,0.0022,0.0012
Gaia DR3 2252882355900437888,2252882355900437888,286.05953502640125,64.26185445873647,0.2757951194608469,-4.724563600076748,-3.6504111168843223,1.2600242,15.182399,1.057375,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5533.2007,3.5732,-0.5613,2790.6426,0.5042,0.4136,0.2241
Gaia DR3 2252882385962715392,2252882385962715392,286.0650137257465,64.28136987405885,1.762848250098199,7.965640991041364,-6.077460281559699,1.0248547,19.20953,2.424921,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2252882385964008448,2252882385964008448,286.0465689253777,64.28311292698118,,,,,20.893196,1.656456,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2252882390260174464,2252882390260174464,286.0653097145617,64.27519985639891,0.6795463519312286,7.312975459750582,10.884001310023738,0.94071436,17.512226,1.2979183,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4404.5625,4.454,-0.8976,1548.9681,0.0079,0.006,0.0032
Gaia DR3 2252882420322455296,2252882420322455296,286.11422993554555,64.2833745539852,2.2124289488374713,3.8281884062652405,10.300668195464791,1.0695132,18.73184,2.7379704,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3479.7632,4.3033,0.0951,1077.9248,0.9385,0.6004,0.4001
Gaia DR3 2252882420322458240,2252882420322458240,286.08844641492107,64.2856884224286,0.3988527449593518,-2.067438441311252,-2.8519272947355914,0.9712711,18.582464,0.88884735,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,5406.585,4.7607,-1.4955,2896.826,0.0019,0.0016,9.0E-4
Gaia DR3 2252882489041942016,2252882489041942016,286.0552569503046,64.2914792884786,0.6374940934994876,-1.7402474607224954,-9.86875284437005,0.95390135,20.088036,1.9954643,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2252882489041946624,2252882489041946624,286.0734429730727,64.2940431477762,0.42541886981763033,-4.65206656813773,2.762266167143842,0.9818699,19.827555,1.8303146,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2252882493339389440,2252882493339389440,286.0780841904302,64.28697750930915,0.7483313588780905,2.7306362385287337,-15.792196277379656,0.9573007,15.318303,0.9386368,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5239.0103,4.2774,-1.3206,1188.4424,0.0444,0.0364,0.0198
Gaia DR3 2252882523401694848,2252882523401694848,286.08135372798415,64.30139463321592,0.251922876876002,-2.519796957545082,-2.876308586186566,1.1285043,20.751335,1.4351063,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2252882527699124736,2252882527699124736,286.0674198637391,64.31330477186263,0.5175565487545397,-5.282819182976819,-10.063226741119772,0.98892725,18.636932,1.4265938,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,4311.641,4.8188,-1.0361,1390.5186,0.0144,0.0109,0.0058
Gaia DR3 2252882527699124864,2252882527699124864,286.0686228999334,64.31221094942109,3.419203275369099,13.692872448604039,-18.687502261620605,1.3502933,17.106987,2.7316895,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,
Gaia DR3 2252882557761401216,2252882557761401216,286.0275379048306,64.27582017796401,1.3507218914052006,0.3312354783996958,-4.4756526125272655,1.0212424,18.68516,2.3686295,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3651.9316,4.3907,-0.3122,1158.4698,0.8348,0.5623,0.3364
Gaia DR3 2252882592121160832,2252882592121160832,286.01117689662306,64.29354048457273,1.796881606701251,-0.19139871011479753,1.584241053147049,0.9809087,18.441027,2.4930725,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3463.9285,4.8184,-0.0275,495.2608,0.5947,0.3888,0.2469
Gaia DR3 2254172662857829504,2254172662857829504,289.21475208379496,64.6111328270821,0.20842550667901738,-1.3847318449255495,0.898911522646626,0.9268488,20.25464,0.74604034,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2254172667156769664,2254172667156769664,289.204534011006,64.6129176104604,0.1184891827439262,-2.8932395849197174,-2.382916154645577,0.96994334,18.986612,1.269722,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,4433.6016,4.8795,-1.4184,1614.502,0.0035,0.0027,0.0015
Gaia DR3 2254172697217564800,2254172697217564800,289.2608882551222,64.60607266192788,0.4350665891497114,-3.673352583739477,-0.37981521037273447,0.9945063,18.291111,0.9441376,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,5155.533,4.7789,-1.3934,2155.156,0.0044,0.0036,0.0019
Gaia DR3 2254172697217564928,2254172697217564928,289.24837252716793,64.60665207370178,0.45324697350160886,-3.801370234045442,-8.208793795337325,0.97836673,18.5854,1.3404636,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,4379.5107,4.8059,-0.9439,1500.7642,0.0049,0.0038,0.002
Gaia DR3 2254172697217571584,2254172697217571584,289.23829578667727,64.61511451989495,0.7135583017015339,2.3707779704648053,5.206306860139373,1.0841532,19.188053,2.3097496,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2254172701513849088,2254172701513849088,289.22822905621865,64.60782084021699,0.9175347422978108,2.189359675841271,0.00813633289023114,0.98809564,17.41667,1.5230465,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,
Gaia DR3 2254172701514058880,2254172701514058880,289.2491406077842,64.60819705970071,1.7674248830053354,-1.5316467567319947,-3.4903180727547376,1.0793566,20.638115,0.8062401,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2254172701516508544,2254172701516508544,289.2292658496296,64.60796434355628,0.8041441786894895,-2.1920740746225196,-5.0739261914770175,1.0164049,13.313445,1.1297321,-9.877404,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,
Gaia DR3 2254172731577318656,2254172731577318656,289.24601037147437,64.62528703527558,0.6375076566723235,-0.7355303672145295,4.456027323182943,0.9867007,18.349173,2.2227306,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3643.3071,4.8114,-0.3298,569.8965,0.5736,0.3906,0.227
Gaia DR3 2254172735873716096,2254172735873716096,289.25771108626543,64.61373552356886,1.2069582449281822,2.7419684938531153,-10.622296908181184,0.96235645,20.344791,1.7899017,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2254172735876247040,2254172735876247040,289.2518731000252,64.62528061690054,0.38093766018550307,-0.839703594489585,1.371042090082975,0.9079986,19.914934,1.5766163,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2254172735876247168,2254172735876247168,289.25910783166313,64.625262495585,0.22675714809457245,0.38430195921248855,-4.4729760217617915,0.974943,18.223728,1.0063324,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,5083.6016,4.7245,-0.8497,2240.4678,0.0026,0.0021,0.0011
Gaia DR3 2254172765937050880,2254172765937050880,289.2038432474942,64.62001102959724,1.258314104525355,-12.71528968295935,7.2408818486690425,1.0913045,19.911835,2.176096,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2254172770233453568,2254172770233453568,289.19998776313105,64.62365408765208,0.47185162007404796,-0.8486051434231008,-2.9302804725292506,1.0950668,20.328465,2.0176983,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2012517156885705728,2012517156885705728,354.42360476773354,61.42583713411654,1.0176657858948321,-8.025744726036544,-4.414262773430174,0.9566522,11.385491,1.5940857,-27.250801,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,
Gaia DR3 2012517186944393088,2012517186944393088,354.4544600154935,61.43220489002021,0.541999765189147,-1.5850095619783722,-0.8470996832541984,1.1555729,18.949507,2.097763,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3790.737,4.9096,-1.0623,641.4379,0.788,0.5527,0.2996
Gaia DR3 2012517186944437888,2012517186944437888,354.46412251906776,61.44635282459884,0.12803820341999703,0.29039364398084305,-1.2785490573642042,1.0451698,17.97915,2.5737476,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,4691.805,4.2492,-1.3327,851.8622,3.8259,2.6913,1.4916
Gaia DR3 2012517186945374080,2012517186945374080,354.44276506039404,61.43188818379397,1.0529723322771554,-2.7911642081608976,-0.9153217678578099,1.0044285,20.241318,1.769001,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2012517186945381632,2012517186945381632,354.4625851719547,61.439155396122906,-0.019734491978247143,-5.886754317683798,-4.409836169933282,1.0895829,20.364153,2.2239819,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2012517186946854912,2012517186946854912,354.46045483202437,61.44527589869549,1.3963640499635095,-9.341860708398015,-4.64219847809141,1.2471828,17.936998,2.2850475,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,
Gaia DR3 2012517191241074048,2012517191241074048,354.46074096434126,61.443379302769344,1.6598021237283405,-0.2806561618451446,-1.6731726100025388,1.1544979,20.666285,2.0608864,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2012517191242123264,2012517191242123264,354.4705711376491,61.445750744635646,,,,,21.007368,1.8550854,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2012517191245439488,2012517191245439488,354.4585650892473,61.44482363356332,0.20508413461011304,-4.306722540684317,-0.03502694271594095,0.99657184,16.826027,2.4908667,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,
Gaia DR3 2012517221304080384,2012517221304080384,354.349455232755,61.4080526426928,0.36304453716899576,-3.67877389505634,-1.6218770589706608,1.0562428,17.84202,1.6414165,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,4804.788,4.6642,-3.9907,982.3838,1.273,0.9699,0.5375
Gaia DR3 2012517221304084352,2012517221304084352,354.35439209395173,61.410101302833105,0.7538093309779212,2.610742459063141,-2.8093225750452318,0.98261976,19.124006,2.4797764,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2012517221304085376,2012517221304085376,354.3475977991786,61.41051524193881,0.6586442098188782,-3.755237873773078,-1.4009321683587592,0.99296254,19.85936,1.9710083,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2012517221304088192,2012517221304088192,354.36031613761196,61.41186787539955,0.2387744605289399,-4.1349534228646325,-0.5788841383269363,1.1303293,18.16003,1.9679165,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,5556.585,4.6826,-3.9318,937.2731,2.9484,2.2263,1.2515
Gaia DR3 2012517221304094208,2012517221304094208,354.35450307134556,61.41427655139664,0.11914589450752835,-2.392156167035844,-0.9202638921126485,0.95561093,19.31022,1.781126,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653179047614541568,6653179047614541568,272.15658451950225,-54.257368964299964,0.060017274684070365,-2.2827499111187812,-2.660247339382148,1.19162,19.828266,1.1294651,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2251725944546168960,2251725944546168960,301.1668601226972,71.82991169175196,0.2697866413200554,-2.19439859090349,-4.992788658338632,0.97473496,16.831972,1.1221161,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4817.41,4.3139,-2.8816,1512.2625,0.0346,0.0275,0.0151
Gaia DR3 2251725974608722176,2251725974608722176,301.1924697571712,71.84831912118064,1.127457883496178,1.4578627852226393,7.773228685458349,1.0005952,18.543648,2.0718555,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3468.381,4.5595,-0.9157,552.5229,0.3166,0.2163,0.1219
Gaia DR3 2251725978905907712,2251725978905907712,301.20792990379744,71.8450280029175,0.3480681144598784,-0.00631801506446044,0.04426016668726633,0.95818204,17.444366,1.1912766,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4787.918,4.8791,-1.9444,930.0966,0.1217,0.0959,0.0521
Gaia DR3 2251726043328200192,2251726043328200192,301.2632871578008,71.84919516417602,-0.7478127873364145,2.6297608737960902,-7.7837477142535985,1.0241474,19.617167,2.1330395,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2251726043328205824,2251726043328205824,301.28058949336463,71.85476569501641,0.8188769470873429,-3.2717511036320492,6.142221101618239,1.0016153,19.509342,2.1334438,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2251726043328208256,2251726043328208256,301.2482938411526,71.85710087604261,0.8042921801870682,-0.2262324668772484,4.887002788692308,0.99102914,19.509907,1.9676285,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2251726047625386496,2251726047625386496,301.26889057055496,71.85525008501753,1.091211762002106,13.065185027332639,-1.1594821442519752,1.741534,16.250175,1.4401188,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5051.0815,4.6438,-0.6217,663.215,1.0161,0.7934,0.4287
Gaia DR3 2251726047625386752,2251726047625386752,301.273917944284,71.85275050874898,0.40323568583711883,-3.7882861434716633,-3.275491301243283,0.9431012,18.107733,1.4867134,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,4202.3823,4.6945,-0.3374,1259.0564,0.0068,0.005,0.0027
Gaia DR3 2251726077687943552,2251726077687943552,301.2139155072742,71.85428086747042,0.04458499327867345,-1.4079568846258197,1.5210797351489191,1.04159,20.05705,0.7803688,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2251726077687947264,2251726077687947264,301.19384085095874,71.85846386238167,1.0292649914738328,0.6489154325405184,0.724978162732216,0.98928607,19.120464,1.6296597,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2251726081985123072,2251726081985123072,301.2188424531668,71.85228542702049,-0.14833525263858305,-3.470071765315591,-3.7717356706745053,1.004741,19.514023,1.3174896,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2251726081985123456,2251726081985123456,301.2284348319201,71.8557183686089,1.3605043386659832,-8.942052297255554,-10.589489529452136,2.041978,16.76235,1.8167152,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,4257.9395,4.6675,-0.0406,550.2334,0.8874,0.6448,0.3447
Gaia DR3 2251726112047691776,2251726112047691776,301.2455783548133,71.86415157518215,0.620950480642372,0.39121507296541835,2.5804600530324415,1.0762118,19.702984,2.27067,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2251726112047702016,2251726112047702016,301.21351076880893,71.87677641169523,0.3728055070198393,-1.0886442261854454,0.25335267420111285,0.9781647,17.647873,1.2304344,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4774.8774,4.8628,-1.8176,1015.794,0.2172,0.1713,0.093
Gaia DR3 6653582641399799808,6653582641399799808,274.01978782105857,-53.71614137029695,1.1050224160162092,4.050411124992843,-14.37284245750966,0.9584827,16.931997,1.8421354,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4279.1094,4.5103,0.1044,783.2749,0.8488,0.613,0.3298
Gaia DR3 6653582641400760704,6653582641400760704,274.0264559309658,-53.71057160182087,,,,,20.893057,1.0070477,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653582671464225792,6653582671464225792,273.9789407190574,-53.72672213114244,0.6060946874701761,-0.7930621929190286,-4.438303874270234,1.1076553,20.139368,1.7830181,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
